DEBUG: General     , 1677011399543> LoggerManager.init                  > Initializing...
LOG  : Mod         , 1677011423837> mod "Brita" overrides media/animsets/player-vehicle/actions/unloadthompson_center.xml
LOG  : Mod         , 1677011423837> mod "Brita" overrides media/animsets/player-vehicle/actions/unloadtriple_crown.xml
LOG  : Mod         , 1677011423871> mod "Brita" overrides media/models_x/weapons/firearm/assaultrifle.x
LOG  : Mod         , 1677011423987> mod "Brita" overrides media/models_x/weapons/firearm/m14.x
LOG  : Mod         , 1677011424377> mod "Brita" overrides media/textures/item_50bmground.png
LOG  : Mod         , 1677011424618> mod "Brita" overrides media/textures/item_suppressor_oil.png
LOG  : Mod         , 1677011424955> mod "Brita" overrides preview.png
LOG  : Mod         , 1677011424955> loading BCGRareWeapons
LOG  : Mod         , 1677011424969> mod "BCGRareWeapons" overrides media/textures/weapons/2handed/katana.png
LOG  : Mod         , 1677011424971> loading BCGTools
LOG  : Mod         , 1677011424981> mod "BCGTools" overrides media/lua/shared/translate/de/items_de.txt
LOG  : Mod         , 1677011424982> mod "BCGTools" overrides media/lua/shared/translate/de/recipes_de.txt
LOG  : Mod         , 1677011424983> mod "BCGTools" overrides media/lua/shared/translate/es/items_es.txt
LOG  : Mod         , 1677011424983> mod "BCGTools" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1677011424984> mod "BCGTools" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1677011424985> mod "BCGTools" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1677011425002> loading CDDAReading
LOG  : Mod         , 1677011425006> mod "CDDAReading" overrides media/lua/client/timedactions/isreadabook.lua
LOG  : Mod         , 1677011425007> mod "CDDAReading" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1677011425008> loading isoContainers
LOG  : Mod         , 1677011425019> mod "isoContainers" overrides media/lua/shared/translate/de/ig_ui_de.txt
LOG  : Mod         , 1677011425020> mod "isoContainers" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1677011425021> mod "isoContainers" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1677011425021> mod "isoContainers" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1677011425022> mod "isoContainers" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1677011425023> mod "isoContainers" overrides media/models_x/vehicles/objects_iso_doors.fbx
LOG  : Mod         , 1677011425031> mod "isoContainers" overrides media/textures/item_isodoor.png
LOG  : Mod         , 1677011425046> mod "isoContainers" overrides media/textures/vehicles/objects_iso_shell.png
LOG  : Mod         , 1677011425049> mod "isoContainers" overrides preview.png
LOG  : Mod         , 1677011425049> loading CCS
LOG  : Mod         , 1677011425160> loading CrashedCarsMod
LOG  : Mod         , 1677011425184> mod "CrashedCarsMod" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1677011425304> mod "CrashedCarsMod" overrides preview.png
LOG  : Mod         , 1677011425304> loading DynamicTraits
LOG  : Mod         , 1677011425347> mod "DynamicTraits" overrides media/lua/shared/translate/ch/ui_ch.txt
LOG  : Mod         , 1677011425348> mod "DynamicTraits" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1677011425349> mod "DynamicTraits" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1677011425350> mod "DynamicTraits" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1677011425351> mod "DynamicTraits" overrides media/lua/shared/translate/en/moodles_en.txt
LOG  : Mod         , 1677011425351> mod "DynamicTraits" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1677011425352> mod "DynamicTraits" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1677011425353> mod "DynamicTraits" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1677011425354> mod "DynamicTraits" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1677011425355> mod "DynamicTraits" overrides media/lua/shared/translate/es/moodles_es.txt
LOG  : Mod         , 1677011425356> mod "DynamicTraits" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1677011425356> mod "DynamicTraits" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1677011425357> mod "DynamicTraits" overrides media/lua/shared/translate/fr/ui_fr.txt
LOG  : Mod         , 1677011425358> mod "DynamicTraits" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1677011425359> mod "DynamicTraits" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1677011425360> mod "DynamicTraits" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1677011425361> mod "DynamicTraits" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1677011425361> mod "DynamicTraits" overrides media/lua/shared/translate/ru/moodles_ru.txt
LOG  : Mod         , 1677011425362> mod "DynamicTraits" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1677011425363> mod "DynamicTraits" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1677011425388> mod "DynamicTraits" overrides media/ui/traits/trait_dextrous2.png
LOG  : Mod         , 1677011425391> mod "DynamicTraits" overrides media/ui/traits/trait_handy2.png
LOG  : Mod         , 1677011425392> mod "DynamicTraits" overrides media/ui/traits/trait_herbalist2.png
LOG  : Mod         , 1677011425404> loading eggonsSharpenYourBlades
LOG  : Mod         , 1677011425432> loading eggonsModdingUtils
LOG  : Mod         , 1677011425448> loading VehicleTweakerAPI
LOG  : Mod         , 1677011425451> loading eggonsWorthwileCars2
LOG  : Mod         , 1677011425463> mod "eggonsWorthwileCars2" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1677011425465> loading FRUsedCarsNLF
LOG  : Mod         , 1677011425468> mod "FRUsedCarsNLF" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1677011425469> mod "FRUsedCarsNLF" overrides media/lua/shared/translate/nl/ig_ui_nl.txt
LOG  : Mod         , 1677011425469> mod "FRUsedCarsNLF" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1677011425470> loading FRUsedCars
LOG  : Mod         , 1677011425579> mod "FRUsedCars" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1677011426210> loading FuelAPI
LOG  : Mod         , 1677011426218> mod "FuelAPI" overrides icon.png
LOG  : Mod         , 1677011426222> mod "FuelAPI" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1677011426223> mod "FuelAPI" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1677011426223> mod "FuelAPI" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1677011426224> mod "FuelAPI" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1677011426225> mod "FuelAPI" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1677011426226> mod "FuelAPI" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1677011426227> mod "FuelAPI" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1677011426228> mod "FuelAPI" overrides media/lua/shared/translate/es/sandbox_es.txt
LOG  : Mod         , 1677011426229> mod "FuelAPI" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1677011426229> mod "FuelAPI" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1677011426230> mod "FuelAPI" overrides media/lua/shared/translate/fr/itemname_fr.txt
LOG  : Mod         , 1677011426231> mod "FuelAPI" overrides media/lua/shared/translate/fr/sandbox_fr.txt
LOG  : Mod         , 1677011426232> mod "FuelAPI" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1677011426233> mod "FuelAPI" overrides media/lua/shared/translate/it/ig_ui_it.txt
LOG  : Mod         , 1677011426234> mod "FuelAPI" overrides media/lua/shared/translate/it/itemname_it.txt
LOG  : Mod         , 1677011426234> mod "FuelAPI" overrides media/lua/shared/translate/it/sandbox_it.txt
LOG  : Mod         , 1677011426235> mod "FuelAPI" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1677011426236> mod "FuelAPI" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1677011426237> mod "FuelAPI" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1677011426238> mod "FuelAPI" overrides media/lua/shared/translate/ptbr/sandbox_ptbr.txt
LOG  : Mod         , 1677011426239> mod "FuelAPI" overrides media/sandbox-options.txt
LOG  : Mod         , 1677011426243> loading fuelsideindicator
LOG  : Mod         , 1677011426246> loading Gasohol
LOG  : Mod         , 1677011426249> mod "Gasohol" overrides media/lua/shared/translate/ru/items_ru.txt
LOG  : Mod         , 1677011426250> mod "Gasohol" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1677011426252> loading GeneratorTimeRemaining
LOG  : Mod         , 1677011426260> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/ch/tooltip_ch.txt
LOG  : Mod         , 1677011426261> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/ch/ui_ch.txt
LOG  : Mod         , 1677011426262> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/cn/tooltip_cn.txt
LOG  : Mod         , 1677011426263> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/cn/ui_cn.txt
LOG  : Mod         , 1677011426263> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/de/tooltip_de.txt
LOG  : Mod         , 1677011426264> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/de/ui_de.txt
LOG  : Mod         , 1677011426265> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1677011426266> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1677011426267> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1677011426268> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1677011426268> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/fr/tooltip_fr.txt
LOG  : Mod         , 1677011426269> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/fr/ui_fr.txt
LOG  : Mod         , 1677011426270> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/ko/tooltip_ko.txt
LOG  : Mod         , 1677011426271> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/ko/ui_ko.txt
LOG  : Mod         , 1677011426272> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1677011426272> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1677011426273> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1677011426274> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1677011426275> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/tr/tooltip_tr.txt
LOG  : Mod         , 1677011426276> mod "GeneratorTimeRemaining" overrides media/lua/shared/translate/tr/ui_tr.txt
LOG  : Mod         , 1677011426277> loading HandCrankFlashlights
LOG  : Mod         , 1677011426286> mod "HandCrankFlashlights" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1677011426287> mod "HandCrankFlashlights" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1677011426288> mod "HandCrankFlashlights" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1677011426299> loading LetMeThink
LOG  : Mod         , 1677011426305> mod "LetMeThink" overrides media/lua/client/context/ismenucontextworld.lua
LOG  : Mod         , 1677011426306> mod "LetMeThink" overrides media/lua/client/hotbar/ishotbar.lua
LOG  : Mod         , 1677011426306> mod "LetMeThink" overrides media/lua/client/isui/isbackbuttonwheel.lua
LOG  : Mod         , 1677011426307> mod "LetMeThink" overrides media/lua/client/isui/isbuttonprompt.lua
LOG  : Mod         , 1677011426308> mod "LetMeThink" overrides media/lua/client/isui/isdpadwheels.lua
LOG  : Mod         , 1677011426309> mod "LetMeThink" overrides media/lua/client/isui/isemoteradialmenu.lua
LOG  : Mod         , 1677011426310> mod "LetMeThink" overrides media/lua/client/isui/isfirearmradialmenu.lua
LOG  : Mod         , 1677011426310> mod "LetMeThink" overrides media/lua/client/isui/isinventorypage.lua
LOG  : Mod         , 1677011426311> mod "LetMeThink" overrides media/lua/client/isui/isinventorypane.lua
LOG  : Mod         , 1677011426312> mod "LetMeThink" overrides media/lua/client/isui/isinventorypanecontextmenu.lua
LOG  : Mod         , 1677011426313> mod "LetMeThink" overrides media/lua/client/isui/isjoystickbuttonradialmenu.lua
LOG  : Mod         , 1677011426314> mod "LetMeThink" overrides media/lua/client/isui/islcdbar.lua
LOG  : Mod         , 1677011426314> mod "LetMeThink" overrides media/lua/client/isui/islightsourceradialmenu.lua
LOG  : Mod         , 1677011426315> mod "LetMeThink" overrides media/lua/client/isui/isworldobjectcontextmenu.lua
LOG  : Mod         , 1677011426316> mod "LetMeThink" overrides media/lua/client/isui/maps/isworldmap.lua
LOG  : Mod         , 1677011426317> mod "LetMeThink" overrides media/lua/client/radiocom/isuiradio/issinewavedisplay.lua
LOG  : Mod         , 1677011426318> mod "LetMeThink" overrides media/lua/client/vehicles/isui/isvehicledashboard.lua
LOG  : Mod         , 1677011426318> mod "LetMeThink" overrides media/lua/client/vehicles/isui/isvehiclemechanics.lua
LOG  : Mod         , 1677011426319> mod "LetMeThink" overrides media/lua/client/vehicles/isui/isvehiclemenu.lua
LOG  : Mod         , 1677011426320> mod "LetMeThink" overrides media/lua/client/vehicles/isui/isvehicleregulator.lua
LOG  : Mod         , 1677011426321> mod "LetMeThink" overrides media/lua/client/xpsystem/isui/ishealthpanel.lua
LOG  : Mod         , 1677011426322> mod "LetMeThink" overrides media/lua/server/isobjectclickhandler.lua
LOG  : Mod         , 1677011426322> mod "LetMeThink" overrides media/lua/server/xpsystem/xpupdate.lua
LOG  : Mod         , 1677011426323> loading LongBladeFixes
LOG  : Mod         , 1677011426326> loading RemoteCraftedV4
LOG  : Mod         , 1677011426329> loading 1521582441
LOG  : Mod         , 1677011426348> mod "1521582441" overrides media/lua/shared/translate/ch/recipes_ch.txt
LOG  : Mod         , 1677011426351> mod "1521582441" overrides media/lua/shared/translate/cn/itemname_cn.txt
LOG  : Mod         , 1677011426352> mod "1521582441" overrides media/lua/shared/translate/cn/recipes_cn.txt
LOG  : Mod         , 1677011426353> mod "1521582441" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1677011426354> mod "1521582441" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1677011426355> mod "1521582441" overrides media/lua/shared/translate/es/items_es.txt
LOG  : Mod         , 1677011426356> mod "1521582441" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1677011426357> mod "1521582441" overrides media/lua/shared/translate/fr/itemname_fr.txt
LOG  : Mod         , 1677011426357> mod "1521582441" overrides media/lua/shared/translate/fr/recipes_fr.txt
LOG  : Mod         , 1677011426358> mod "1521582441" overrides media/lua/shared/translate/jp/itemname_jp.txt
